"","X","geoUID","r_external_5yr","r_inter_5yr","r_internal_5yr","r_intra_5yr","r_migrants_5yr","r_movers_5yr","r_nonMigrants_5yr","r_nonMovers_5yr"
"39818",39818,46110884,0.444,0.5,0.556,0.6,0.31,0.468,1.538,0.532
"39819",39819,46110885,0.923,1,0.154,0,0.481,0.303,1.625,0.708
"39820",39820,46110886,0.75,0.75,0.333,0,0.273,0.396,4,0.604
"39821",39821,46110887,0.731,0,0.308,0.75,0.619,0.494,0.625,0.518
"39822",39822,46110888,0,0.5,1.333,0.75,0.136,0.168,2,0.84
"39823",39823,46110889,0,0,0,0,0.167,0.207,5.5,0.776
"39824",39824,46110890,0.222,0.286,0.778,0.857,0.257,0.398,1.588,0.602
"39825",39825,46110891,0.25,0.667,0.75,0.333,0.296,0.391,3.333,0.609
"39826",39826,46110892,0.667,0,0.333,1,0.273,0.232,3.2,0.768
"39827",39827,46110893,0.437,0,0.562,0.889,0.32,0.42,1.478,0.58
"39828",39828,46110894,0.286,0.8,0.714,0.4,0.212,0.34,1.647,0.649
"39829",39829,46110895,0.625,0.8,0.312,0,0.32,0.362,2.917,0.63
"39830",39830,46110896,0.375,0,0.75,0.833,0.16,0.463,1.654,0.537
"39831",39831,46110897,0.333,0.222,0.75,0.778,0.267,0.381,3.091,0.619
"39832",39832,46110898,0.364,0,0.727,1,0.282,0.358,3,0.633
"39833",39833,46110899,0,0,0.667,1,0.103,0.354,2.364,0.634
"39834",39834,46110900,0,0.286,1,0.857,0.14,0.459,1.955,0.541
"39835",39835,46110901,0.25,0.286,0.875,0.571,0.16,0.467,2.158,0.551
"39836",39836,46110902,0.556,0.4,0.556,0.8,0.187,0.48,2,0.53
"39837",39837,46110903,0.286,0.4,0.714,0.8,0.171,0.363,1.941,0.646
"39838",39838,46110904,0,0.667,1.5,0.667,0.133,0.174,2.333,0.814
"39839",39839,46110905,0.727,0.667,0.273,0,0.289,0.328,1.8,0.672
"39840",39840,46110906,0.789,0.6,0.263,0.4,0.452,0.452,1.769,0.548
"39841",39841,46110907,0.8,1.25,0.2,0,0.5,0.4,1.053,0.6
"39842",39842,46110908,0.909,1,0.091,0,0.458,0.378,1.444,0.614
"39843",39843,46110909,0.238,0.187,0.762,0.75,0.477,0.379,1.375,0.629
"39844",39844,46110910,0.818,1,0.182,0,0.256,0.352,1.185,0.656
"39845",39845,46110911,0,0.5,1,0.5,0.073,0.567,2.5,0.433
"39846",39846,46110912,0.7,0.667,0.3,0,0.164,0.466,1.821,0.527
"39847",39847,46110913,0.632,0.429,0.368,0.714,0.275,0.519,1.361,0.481
"39848",39848,46110914,0.6,0.625,0.4,0.375,0.308,0.471,3.067,0.529
"39849",39849,46110915,0.4,0.333,0.6,0.667,0.227,0.5,1.478,0.5
"39850",39850,46110916,0.417,0.333,0.5,0.833,0.279,0.558,1.2,0.455
"39851",39851,46110917,0.333,0.8,0.833,0.4,0.136,0.484,2.111,0.516
"39852",39852,46110918,0,0.333,1,0.833,0.111,0.701,1.6,0.312
"39853",39853,46110919,0.833,0,0.25,0.667,0.3,0.396,4,0.614
"39854",39854,46110920,0.824,1,0.235,0,0.23,0.692,1.5,0.308
"39855",39855,46110921,0.8,0,0,0,0.213,0.448,2.312,0.552
"39856",39856,46110922,0.667,0.5,0.333,0.5,0.353,0.415,2.357,0.585
"39857",39857,46110923,0.8,0,0,0,0.4,0.255,1.273,0.765
"39858",39858,46110924,0.562,0.429,0.437,0.571,0.308,0.46,2.769,0.54
"39859",39859,46110925,0.8,0,0.2,0,0.286,0.467,1.786,0.547
"39860",39860,46110926,0.84,0,0.12,1,0.397,0.477,3.545,0.515
"39861",39861,46110927,0.714,0.667,0.214,0,0.4,0.324,10.5,0.676
"39862",39862,46110928,0.889,1,0.222,0,0.243,0.356,4.5,0.644
"39863",39863,46110929,0.833,0,0,1e+05,0.4,0.309,2.429,0.691
"39864",39864,46110930,0.5,0.375,0.571,0.5,0.269,0.34,2.235,0.667
"39865",39865,46110931,0.364,0.429,0.636,0.571,0.224,0.419,1.3,0.581
"39866",39866,46110933,0.727,0,0.273,1.167,0.25,0.587,1.467,0.413
"39867",39867,46110934,0.615,0.4,0.385,0.8,0.302,0.489,1.25,0.511
"39868",39868,46110935,0.8,0,0.3,1,0.263,0.373,2.333,0.627
"39869",39869,46110936,0.762,0.6,0.238,0.4,0.477,0.396,1.353,0.595
"39870",39870,46110937,0.857,0,0,0,0.636,0.094,0.444,0.915
"39871",39871,46110938,0,0,1,1,0.364,0.282,2.6,0.744
"39872",39872,46110939,0.296,0.684,0.704,0.316,0.185,0.435,1.587,0.568
"39873",39873,46110940,0.6,0.667,0.6,0,0.192,0.277,4,0.723
"39874",39874,46110941,1,0,0,0,0.4,0.417,2.2,0.583
"39875",39875,46110942,0.364,0.875,0.727,0,0.5,0.278,3.667,0.722
"39876",39876,46110943,0.833,0,0.167,1,0.923,0.197,0.2,0.818
"39877",39877,46110944,0.538,0.364,0.423,0.636,0.812,0.438,0.4,0.575
"39878",39878,46110945,0.847,0.667,0.141,0.333,0.664,0.727,0.754,0.273
"39879",39879,46110947,0.827,0.5,0.192,0.4,0.667,0.796,1.042,0.204
"39880",39880,46110948,0.812,1,0.125,0,0.471,0.254,1.8,0.746
"39881",39881,46110949,0.96,0,0,1e+05,0.543,0.407,2.1,0.584
"39882",39882,46110950,0.429,0,0.571,1,0.368,0.178,6,0.813
"39883",39883,46110952,0.844,0.75,0.125,0.5,0.821,0.429,0.389,0.571
"39884",39884,46110953,0.812,0,0.187,0.667,0.432,0.346,2,0.654
"39885",39885,46110954,0.857,0,0.143,1,0.35,0.308,2.364,0.692
"39886",39886,46110955,0.567,0.286,0.467,0.714,0.37,0.37,1.821,0.635
"39887",39887,46110956,0.5,0,0.5,1.5,0.174,0.242,3.333,0.758
"39888",39888,46110957,0.412,0.4,0.588,0.55,0.386,0.518,1.078,0.476
"39889",39889,46110958,0,1,1,0,0.125,0.348,3.25,0.652
"39890",39890,46110959,0.643,0.333,0.429,0.667,0.264,0.368,2.235,0.632
"39891",39891,46110960,0.462,1,0.538,0,0.371,0.443,2.1,0.57
"39892",39892,46110961,0.571,0.75,0.571,0,0.389,0.281,1.833,0.703
"39893",39893,46110962,0,0,0,0,0.133,0.234,650000,0.781
"39894",39894,46110963,0,0.667,1,0.667,0.2,0.169,3,0.843
"39895",39895,46110964,0,0.667,1,0,0.176,0.246,2.6,0.739
"39896",39896,46110965,0,1,1,0,0.069,0.248,3.857,0.761
"39897",39897,46110966,0.8,0.667,0.3,0.667,0.286,0.337,2.5,0.654
"39898",39898,46110967,0.577,0.5,0.462,0.583,0.531,0.445,1.15,0.555
"39899",39899,46110968,0.488,0.286,0.512,0.714,0.39,0.714,2.207,0.272
"39900",39900,46110973,0.667,0,0.333,1,0.429,0.437,1.4,0.562
"39901",39901,46110974,1.167,0,0.333,0,0.462,0.169,0.857,0.844
"39902",39902,46110975,0.75,1,0.25,0,0.32,0.352,2.429,0.648
"39903",39903,46110976,0,0.182,0.917,0.818,0.429,0.255,2.125,0.755
"39904",39904,46110977,0.588,0.714,0.412,0.286,0.567,0.38,1.556,0.608
"39905",39905,46110978,0.842,0,0.132,0.6,0.5,0.463,1.147,0.537
"39906",39906,46110979,0.905,1,0.095,1,0.477,0.331,0.852,0.677
"39907",39907,46110980,0.63,0.333,0.333,0.667,0.509,0.473,2,0.527
"39908",39908,46110983,1,0,0.049,1,0.432,0.754,1.385,0.238
"39909",39909,46110984,0.775,0.5,0.216,0.542,0.597,0.707,1.407,0.289
"39910",39910,46110985,0.8,1e+05,0,0,0.455,0.141,2.667,0.846
"39911",39911,46110992,0,0.4,1,0.8,0.227,0.169,1.8,0.831
"39912",39912,46110993,0.8,0,0,0,0.278,0.209,0.929,0.802
"39913",39913,46110994,1,0,0,0,0.286,0.328,1.5,0.672
"39914",39914,46110995,0,0,1e+05,1,0,0.247,9,0.753
"39915",39915,46110996,0.4,0,0.4,1.5,0.25,0.267,750000,0.72
"39916",39916,46110997,0.5,0.667,0.5,0,0.333,0.261,1.182,0.725
"39917",39917,46110998,0.333,1,0.5,0,0.214,0.337,6,0.663
"39918",39918,46110999,0.222,0,0.778,0.857,0.474,0.202,5e+05,0.809
"39919",39919,46111000,0.5,0.667,0.75,0.667,0.154,0.325,5.5,0.675
"39920",39920,46111001,0,0.75,1,0.5,0.222,0.202,1.556,0.787
"39921",39921,46111002,1,0,0,0,0.474,0.194,5e+05,0.806
"39922",39922,46111003,0,0,0,0,0,0.2,6,0.8
"39923",39923,46111004,0.437,0.444,0.562,0.667,0.615,0.321,2,0.679
"39924",39924,46111005,0.4,0,0.6,1,0.172,0.362,12,0.637
"39925",39925,46111006,0.9,0,0,0,0.294,0.315,11.5,0.694
"39926",39926,46111007,0.375,0,0.625,1,0.216,0.325,2.545,0.675
"39927",39927,46111008,0.588,0.429,0.412,0.429,0.239,0.542,2.292,0.458
"39928",39928,46111009,0.154,0.364,0.846,0.636,0.22,0.463,1.614,0.537
"39929",39929,46111010,0.556,0.385,0.481,0.538,0.482,0.437,1.074,0.562
"39930",39930,46111011,0.545,0,0.455,0.4,0.355,0.397,1.25,0.603
"39931",39931,46111012,0.872,0.333,0.128,0.833,0.691,0.459,0.7,0.547
"39932",39932,46111013,0.714,0,0.357,0.8,0.538,0.218,0.857,0.79
"39933",39933,46111014,0.75,0.667,0.25,0.333,0.48,0.42,1.529,0.571
"39934",39934,46111015,0.838,0.167,0.171,0.833,0.677,0.842,0.563,0.158
"39935",39935,46111016,0.857,0,0.143,1,0.667,0.214,0.4,0.796
"39936",39936,46111017,0.947,1,0.053,0.667,0.74,0.856,1.053,0.144
"39937",39937,46111018,0.896,0.75,0.104,0.25,0.895,0.905,0.18,0.105
"39938",39938,46111019,0.742,0.375,0.258,0.583,0.669,0.716,0.644,0.284
"39939",39939,46111020,0.697,0,0.303,0.8,0.717,0.383,0.419,0.617
"39940",39940,46111021,0.754,0.2,0.246,0.867,0.555,0.769,1.065,0.231
"39941",39941,46111022,0.455,0.8,0.455,0,0.25,0.579,2.833,0.421
"39942",39942,46111024,0.625,0.5,0.375,0.5,0.516,0.195,3,0.805
"39943",39943,46111025,0.667,0,0.25,0.667,0.48,0.305,1.75,0.695
"39944",39944,46111027,1.111,0,0,0,0.29,0.233,1.5,0.767
"39945",39945,46111028,0.615,0,0.385,0.6,0.565,0.223,0.818,0.777
"39946",39946,46111029,0.8,0,0.2,0,0.5,0.26,1.111,0.753
"39947",39947,46111030,0.667,1.5,0.333,0,0.333,0.277,3.25,0.708
"39948",39948,46111032,1,1e+05,0,0,0.333,0.145,1.667,0.855
"39949",39949,46111033,0.6,0,0.5,1,0.217,0.648,2.769,0.352
"39950",39950,46111034,0.429,0.75,0.571,0.25,0.5,0.326,1.75,0.674
"39951",39951,46111035,0,0.5,1,0.5,0.154,0.257,4.2,0.743
"39952",39952,46111036,0.545,0.833,0.545,0,0.379,0.302,3,0.708
"39953",39953,46111037,0.833,1,0.333,0,0.3,0.23,1.4,0.759
"39954",39954,46111038,0.667,0,1,0.667,0.125,0.296,2,0.704
"39955",39955,46111039,0.286,0.75,0.571,0,0.28,0.258,9.5,0.753
"39956",39956,46111040,0.625,0.667,0.375,0.667,0.229,0.304,3.714,0.696
"39957",39957,46111041,0.706,0.4,0.294,0.8,0.321,0.52,2.692,0.49
"39958",39958,46111042,0.867,0.5,0.133,0.667,0.608,0.667,0.744,0.342
"39959",39959,46111043,0.6,1e+05,0,0,0.357,0.165,1.143,0.835
"39960",39960,46111044,0,1,1,0,0.25,0.105,2.333,0.908
"39961",39961,46111045,0,0,0.75,1.333,0.143,0.246,2.556,0.763
"39962",39962,46111046,0.444,0.8,0.556,0,0.429,0.231,1.091,0.758
"39963",39963,46111047,0.154,0.727,0.846,0.182,0.406,0.286,2.714,0.714
"39964",39964,46111048,0,0,1,1,0.105,0.229,4,0.771
"39965",39965,46111049,0.4,0.857,0.7,0,0.303,0.289,2.444,0.711
"39966",39966,46111050,0.667,1,0.667,0,0.187,0.193,1.444,0.819
"39967",39967,46111051,0.667,0,0.667,0,0.115,0.289,2.875,0.711
"39968",39968,46111052,0.681,0.467,0.319,0.533,0.553,0.639,1.194,0.361
"39969",39969,46111053,0,0,0,0,0.053,0.349,4,0.661
"39970",39970,46111055,0.75,0,0.25,0.667,0.48,0.321,3.25,0.679
"39971",39971,46111057,0.909,1,0.182,0,0.611,0.155,0.857,0.853
"39972",39972,46111058,0.5,0.364,0.5,0.545,0.293,0.316,1.325,0.688
"39973",39973,46111061,0.667,1,0.333,0,0.333,0.141,2.2,0.867
"39974",39974,46111062,0,0,1,1,0.094,0.314,7.5,0.676
"39975",39975,46111063,0,0,0,0,0,0.101,5,0.899
"39976",39976,46111064,0.5,1,0.667,0,0.261,0.209,2.833,0.791
"39977",39977,46111065,0,0.286,1,0.857,0.304,0.25,1.25,0.75
"39978",39978,46111066,0.222,1,0.667,0,0.29,0.369,2.875,0.631
"39979",39979,46111067,1,0,0.667,0,0.136,0.301,6,0.699
"39980",39980,46111068,0.429,0,0.571,1,0.226,0.298,2.4,0.712
"39981",39981,46111069,0.4,0,0.6,1,0.185,0.303,2.444,0.697
"39982",39982,46111070,0,0.833,1,0,0.25,0.242,1.286,0.758
"39983",39983,46111071,0,0.364,1,0.727,0.458,0.279,3.25,0.709
"39984",39984,46111072,0.9,0,0,0,0.4,0.238,1.875,0.771
"39985",39985,46111073,0,1,1,0,0.1,0.26,1.636,0.74
"39986",39986,46111074,0,0,1,1,0.25,0.095,3,0.905
"39987",39987,46111076,0,1,0.857,0,0.412,0.258,1.25,0.727
"39988",39988,46111077,0.5,0.4,0.417,1,0.267,0.556,1.269,0.457
"39989",39989,46111078,0.444,0,0.556,1,0.36,0.305,2,0.683
"39990",39990,46111079,1,0,0,0,0.061,0.327,2.5,0.693
"39991",39991,46111080,0.857,0,0,0,0.226,0.301,1.412,0.689
"39992",39992,46111081,0.6,1,0.4,0,0.227,0.21,1.231,0.79
"39993",39993,46111082,1,0,0,0,0.095,0.241,1.385,0.77
"39994",39994,46111083,0.571,0,0.429,1,0.212,0.337,2.6,0.663
"39995",39995,46111084,0,0.667,1,0.667,0.187,0.148,1.625,0.861
"39996",39996,46111085,0,0.4,0.833,0.6,0.3,0.222,1.6,0.778
"39997",39997,46111086,0,0.162,1.013,0.85,0.617,0.421,2.35,0.582
"39998",39998,46111087,0,0.667,1,0.5,0.176,0.366,1.273,0.634
"39999",39999,46111088,0.333,0,0.667,1,0.562,0.193,350000,0.807
"40000",40000,46111089,1,1,1,0,0.074,0.255,2.778,0.745
"40001",40001,46111090,0.167,0.667,0.875,0.333,0.407,0.276,1.7,0.724
"40002",40002,46111091,0.333,0.4,0.833,0.6,0.187,0.317,4.333,0.683
"40003",40003,46111092,0,0.714,1,0.286,0.184,0.422,2.818,0.589
"40004",40004,46111093,0.222,0.333,0.833,0.6,0.207,0.369,2.5,0.631
"40005",40005,46111094,0,0.071,0.977,0.952,0.768,0.303,1,0.697
"40006",40006,46111095,0,0,0.875,1,0.5,0.182,1,0.818
"40007",40007,46111096,0.4,0.429,0.7,0.429,0.417,0.289,2.333,0.711
"40008",40008,46111098,0.35,0.308,0.65,0.692,0.294,0.654,3.2,0.337
"40009",40009,46111099,0.118,0.588,1,0.353,0.202,0.378,2.2,0.622
"40010",40010,46111100,1,0,0,0,0.065,0.348,1.933,0.652
"40011",40011,46111101,0.6,1,0.4,0,0.2,0.291,2.5,0.709
"40012",40012,46111102,0.5,0,1,0.75,0.154,0.388,1.4,0.612
"40013",40013,46111103,0.4,0.4,0.5,0.7,0.339,0.447,1.6,0.561
"40014",40014,46111104,1,0,0.333,0,0.273,0.31,3.2,0.69
"40015",40015,46111105,0.667,0.667,1,0.667,0.273,0.183,3.5,0.817
"40016",40016,46111106,0.5,1.333,0.75,0,0.133,0.484,2.273,0.532
"40017",40017,46111107,0,0.75,0.8,0.5,0.132,0.373,4.714,0.627
"40018",40018,46111108,0.4,1,0.4,0,0.357,0.179,5,0.808
"40019",40019,46111109,0.455,1.2,0.455,0,0.367,0.28,1.462,0.72
"40020",40020,46111110,0.692,0.5,0.308,0.5,0.2,0.43,3.643,0.57
"40021",40021,46111111,0.074,0.962,0.963,0.077,0.643,0.824,0.778,0.196
"40022",40022,46111112,0.074,1,0.926,0,0.9,0.698,0.2,0.326
"40023",40023,46111113,0,0.4,1,0.6,0.455,0.208,250000,0.792
"40024",40024,46111114,1,0,0,0,0.133,0.242,2,0.742
"40025",40025,46111115,0,0,0,0,0,0.036,150000,0.964
"40026",40026,46111116,0,0.75,1,0,0.174,0.256,1.357,0.744
"40027",40027,46111117,1,0,0,0,0.273,0.268,0.842,0.732
"40028",40028,46111118,0.953,0,0.047,1,0.257,0.566,1.309,0.434
"40029",40029,46111119,0.941,0.667,0.059,0,0.325,0.704,1,0.291
"40030",40030,46111121,0.765,0.75,0.235,0,0.293,0.417,3.818,0.583
"40031",40031,46111122,0.818,1,0.182,0,0.25,0.473,2,0.527
"40032",40032,46111123,0.98,0,0.02,0,0.803,0.667,0.585,0.339
"40033",40033,46111124,1,0,0,0,0.692,0.684,1.75,0.326
"40034",40034,46111125,0.933,0,0.067,0.5,0.706,0.599,1.087,0.401
"40035",40035,46111126,0.944,0.4,0.056,0.6,0.695,0.711,0.629,0.289
"40036",40036,46111127,0.778,1,0.222,1,0.333,0.229,2.833,0.78
"40037",40037,46111128,0.978,0,0,1e+05,0.75,0.441,0.7,0.559
"40038",40038,46111129,0.7,0.429,0.35,0.429,0.455,0.376,3.143,0.624
"40039",40039,46111130,0.515,0.133,0.455,0.867,0.344,0.43,1.8,0.57
"40040",40040,46111131,0,0,0,0,0,0.208,3.333,0.792
"40041",40041,46111132,0.737,0,0.263,0.8,0.655,0.274,1.667,0.736
"40042",40042,46111133,0.357,0.333,0.643,0.778,0.424,0.423,1.056,0.577
"40043",40043,46111134,0.799,0.556,0.201,0.407,0.629,0.813,0.736,0.187
"40044",40044,46111135,0.797,0.407,0.203,0.556,0.478,0.621,1.355,0.379
"40045",40045,46111136,0.105,0.571,0.921,0.429,0.29,0.478,1.824,0.518
"40046",40046,46111138,0.831,0.167,0.156,0.833,0.535,0.571,1.097,0.425
"40047",40047,46111139,0.659,0.564,0.335,0.436,0.494,0.743,1.3,0.255
"40048",40048,46111140,0.481,0.533,0.556,0.333,0.375,0.404,1.047,0.601
"40049",40049,46111141,0.216,0.69,0.784,0.241,0.37,0.476,1.684,0.524
"40050",40050,46111143,0.536,0.846,0.464,0.154,0.292,0.357,2.654,0.639
"40051",40051,46111144,0.615,0.3,0.385,0.6,0.252,0.539,1.974,0.466
"40052",40052,46111145,0.756,0.5,0.244,0.5,0.23,0.571,2.686,0.429
"40053",40053,46111146,0.605,0.2,0.395,0.733,0.286,0.619,3.133,0.386
"40054",40054,46111147,0.429,0,0.571,1,0.219,0.571,2.5,0.429
"40055",40055,46111148,0.385,0.5,0.615,0.375,0.165,0.353,5.154,0.652
"40056",40056,46111149,0,1,0.667,0,0.061,0.293,4.182,0.707
"40057",40057,46111150,0.804,0.323,0.203,0.677,0.593,0.816,1,0.184
"40058",40058,46111151,0.495,0.429,0.505,0.592,0.212,0.482,3.333,0.519
"40059",40059,46111153,0.615,0.364,0.423,0.636,0.388,0.374,1.212,0.626
"40060",40060,46111154,0.13,0.25,0.87,0.725,0.185,0.441,2.476,0.559
"40061",40061,46111155,0.167,0.3,0.833,0.8,0.207,0.284,4.7,0.716
"40062",40062,46111157,0,0,1,1.333,0.111,0.231,1150000,0.769
"40063",40063,46111158,1,0,0,0,0.75,0.2,0.571,0.787
"40064",40064,46111159,0.44,0.357,0.56,0.571,0.258,0.483,2.88,0.517
"40065",40065,46111160,0,0,1,1,0.074,0.321,8.667,0.69
"40066",40066,46111161,0.6,0,0.4,0.75,0.263,0.325,3.111,0.675
"40067",40067,46111162,0.667,0,0.333,1,0.545,0.147,1.667,0.853
"40068",40068,46111163,0,0,0,0,0,0.189,7,0.811
"40069",40069,46111164,0.5,0,0.75,1,0.286,0.173,3.667,0.827
"40070",40070,46111165,0,1,1,0,0.105,0.181,9,0.819
"40071",40071,46111167,0,0,1,1,0.4,0.057,1.5,0.943
"40072",40072,46111168,0.333,1,0.5,0,0.5,0.124,1,0.866
"40073",40073,46111169,0.85,1,0.15,0,0.282,0.245,2.261,0.752
"40074",40074,46111170,0.545,0.867,0.455,0.133,0.66,0.229,0.692,0.771
"40075",40075,46111171,0.273,1,0.727,0.25,0.367,0.244,1.9,0.756
"40076",40076,46111172,0,0.667,1,0,0.429,0.115,1,0.885
"40077",40077,46111173,0.417,0.556,0.6,0.444,0.156,0.476,3.767,0.523
"40078",40078,46111174,0.2,0.429,0.7,0.714,0.37,0.209,1.2,0.783
"40079",40079,46111175,0.833,0.429,0.167,0.714,0.442,0.704,1.459,0.296
"40080",40080,46111176,NA,NA,NA,NA,NA,NA,NA,NA
"40081",40081,46111177,0,0.95,1,0.1,0.952,0.84,0.2,0.16
"40082",40082,46111178,0.676,0.538,0.351,0.385,0.343,0.735,1.392,0.259
"40083",40083,46111179,0.727,0.571,0.318,0.429,0.344,0.634,1.414,0.376
"40084",40084,46111180,0.6,0.75,0.4,0.25,0.315,0.564,1.74,0.436
"40085",40085,46111181,0.842,0.5,0.211,0.5,0.275,0.622,1.962,0.378
"40086",40086,46111182,0.684,0.75,0.316,0.25,0.494,0.917,0.929,0.071
"40087",40087,46111183,0.531,0.733,0.469,0.2,0.348,0.742,1.386,0.25
"40088",40088,46111184,0.726,0.471,0.274,0.588,0.59,0.814,1.05,0.194
"40089",40089,46111185,0.522,0.545,0.478,0.455,0.348,0.606,1.909,0.394
"40090",40090,46111186,0.417,0.75,0.667,0.25,0.273,0.543,2.062,0.444
"40091",40091,46111187,0.6,0,0,1e+05,0.192,0.765,5.5,0.206
"40092",40092,46111188,0,1e+05,0,0,0,0.161,1,0.806
"40093",40093,46111189,0.692,0.687,0.308,0.312,0.397,0.512,2.786,0.492
"40094",40094,46111190,0.699,0.514,0.299,0.486,0.353,0.795,1.771,0.205
"40095",40095,46111191,0.714,0,0.286,0,0.5,0.173,1.143,0.815
"40096",40096,46111192,0.83,0.467,0.17,0.467,0.568,0.339,1.396,0.661
"40097",40097,46111193,0.76,0.5,0.24,0.667,0.403,0.249,2.769,0.755
"40098",40098,46111194,0.444,0,0.444,1,0.391,0.195,1.364,0.805
"40099",40099,46111195,0.5,0.6,0.5,0.6,0.13,0.328,2.061,0.668
"40100",40100,46111196,0,0,1,0.857,0.333,0.149,3.5,0.851
"40101",40101,46111197,0.75,1,0.25,0,0.308,0.184,6,0.816
"40102",40102,46111198,1,0,0,0,0.235,0.288,3.25,0.695
"40103",40103,46111199,0.675,0.308,0.325,0.692,0.245,0.572,1.414,0.428
"40104",40104,46111202,0.545,0.6,0.455,0.4,0.333,0.217,0.778,0.776
"40105",40105,46111203,0.318,0.733,0.682,0.267,0.253,0.348,4.267,0.656
"40106",40106,46111204,0.105,0.187,0.842,0.812,0.202,0.318,3.7,0.682
"40107",40107,46111205,0.257,0.615,0.743,0.346,0.407,0.232,1.857,0.768
"40108",40108,46111206,0.733,0.5,0.267,1,0.161,0.234,2.567,0.766
"40109",40109,46111207,NA,NA,NA,NA,NA,NA,NA,NA
"40110",40110,46111210,0.354,0.5,0.646,0.5,0.237,0.794,3.03,0.206
"40111",40111,46111211,NA,NA,NA,NA,NA,NA,NA,NA
"40112",40112,46111212,0,0.5,0.8,0,0.192,0.283,5.25,0.717
"40113",40113,46111213,0.5,1,0.55,0,0.541,0.202,3.4,0.798
"40114",40114,46111214,0.833,0,0.333,1,0.333,0.196,1.833,0.793
"40115",40115,46111215,0.467,0.429,0.467,0.429,0.341,0.267,4.286,0.733
"40116",40116,46111217,0.6,1,0.3,0,0.455,0.247,2.167,0.753
"40117",40117,46111218,0.362,0.392,0.637,0.627,0.385,0.411,1.466,0.589
"40118",40118,46111219,0,0.111,1,0.889,0.261,0.896,6.375,0.104
"40119",40119,46111220,0.806,0.903,0.2,0.097,0.304,0.916,2.052,0.083
"40120",40120,46111221,1,0,0.048,0,0.246,0.39,2.804,0.607
"40121",40121,46111222,0.741,0,0.296,0.875,0.365,0.281,1.808,0.719
"40122",40122,46111223,0.758,0.222,0.273,0.889,0.337,0.641,1.73,0.359
"40123",40123,46111224,1,0,0,0,0.435,0.172,3.25,0.828
"40124",40124,46111225,0.743,0.8,0.286,0.2,0.354,0.861,0.889,0.139
"40125",40125,46111226,0.425,0.609,0.575,0.391,0.305,0.63,1.784,0.365
"40126",40126,46111227,0.417,1,0.583,0,0.706,0.193,0.588,0.812
"40127",40127,46111228,0.222,0.5,0.778,0.5,0.383,0.305,2.143,0.695
"40128",40128,46111229,0.559,0.286,0.412,0.714,0.366,0.567,2.034,0.439
"40129",40129,4612,0.029,0.121,0.971,0.879,0.656,0.309,1.142,0.691
"40130",40130,46120028,0,0,1,0.857,0.538,0.138,3,0.862
"40131",40131,46120029,0,0.444,0.818,0.778,0.786,0.175,2e+05,0.837
"40132",40132,46120030,0,0.167,1,0.889,0.6,0.244,1.222,0.764
"40133",40133,46120031,0,0,1,1,0.843,0.402,1,0.598
"40134",40134,46120032,0,0.038,1,0.981,0.825,0.394,0.846,0.6
"40135",40135,46120033,0.167,0,1,1,0.667,0.176,0.714,0.824
"40136",40136,46120034,0,0,1,0.833,0.429,0.167,1.143,0.833
"40137",40137,46120035,0,0.2,1,0.8,0.833,0.214,0.273,0.786
"40138",40138,46120036,0,0,1,1.059,0.531,0.296,1,0.704
"40139",40139,46120037,0,0.222,0.818,1,0.786,0.151,1,0.849
"40140",40140,46120038,0.167,0.3,0.833,0.8,1,0.121,0,0.879
"40141",40141,46120040,0.222,0,0.778,1,0.643,0.157,3,0.843
"40142",40142,46120041,0.235,0,0.765,1,0.708,0.209,1.75,0.783
"40143",40143,46120045,0.333,0,0.833,1,0.316,0.253,2,0.733
"40144",40144,46120046,0.082,0.106,0.918,0.902,0.788,0.521,1,0.482
"40145",40145,46120047,0,0.35,1,0.65,0.714,0.301,1,0.71
"40146",40146,46120048,0,0.317,1,0.683,0.771,0.404,0.667,0.596
"40147",40147,46120049,0,0.143,1,0.857,0.583,0.25,1.429,0.74
"40148",40148,46120050,0,0,0.944,1,0.667,0.303,4e+05,0.708
"40149",40149,46120051,0,0,1,1,0.773,0.256,1.333,0.733
"40150",40150,46120052,0,0.235,1,0.824,0.654,0.213,0.75,0.77
"40151",40151,46120053,0,0,1.143,1,0.875,0.093,1e+05,0.895
"40152",40152,46120054,0,0,1,1,0.565,0.24,1.125,0.76
"40153",40153,46120055,0,0.471,1,0.529,0.63,0.365,0.6,0.635
"40154",40154,46120056,0,0,1,1,0.767,0.312,1,0.687
"40155",40155,46120057,0,0.118,0.971,0.912,0.603,0.417,1.917,0.583
"40156",40156,46120058,0,0.308,0.929,0.769,0.35,0.4,1.625,0.59
"40157",40157,46120059,0,0,0.958,1,0.571,0.42,1.187,0.58
"40158",40158,46120060,0,0,0.947,1,0.404,0.385,2.071,0.615
"40159",40159,46120061,0,0.105,0.95,0.895,0.606,0.363,0.933,0.626
"40160",40160,46120062,0,0.154,1,0.923,0.619,0.309,2,0.691
"40161",40161,46120063,0,0,0.955,0.905,0.579,0.33,0.773,0.67
"40162",40162,46120064,0,0.1,1,0.95,0.541,0.276,1.778,0.731
"40163",40163,46120065,0,0,1,1,0.833,0.14,1,0.86
"40164",40164,46120066,0,0,1,0.909,0.44,0.333,2.5,0.667
"40165",40165,46120068,0.133,0.308,0.867,0.769,0.385,0.271,2.5,0.729
"40166",40166,46120069,0,0,1,1,0.545,0.256,1,0.744
"40167",40167,46120070,0.042,0.083,1,0.917,0.716,0.5,0.562,0.5
